YCC,YCC Pub Date,      ,YCC Categories,Ad Name,Ad set,Campaign,Link,Amount Spent (USD),Ad ID,Reach,Post Engagement,Post Shares,Landing Page Views,Cost/Engagement,Cost/Share,Cost/LPV,Relevance Score,Engagements per 1k reached,Landing Page Views per 1k reach,FB Copy,FB Title,FB post link,End Date
Not in database,n/a,n/a,n/a,2017-01-23 Yale Climate Connections -- In 2016 North America was hit by more natural disaster...,#N/A,#N/A,http://sustainability.thomsonreuters.com/2017/01/05/insurers-paid-out-50-billion-for-natural-disasters-in-2016/,$10.81,6063449924894,"2,330",227,34,,$0.0476,$0.318,#DIV/0!,,97.425,0,"In 2016 North America was hit by more natural disasters than in any year since 1980, with overall losses for the Insurance industry totaling $10.2 billion (Via Thomson Reuters).",Insurers paid out $50 billion for natural disasters in 2016 | | Thomson Reuters,https://www.facebook.com/130268756992804/posts/1396351207051213/,2/16/2017
Giant concrete domes could protect shorelines,1/2/18 7:00,Jan Ellen Spiegel,Species &amp; Ecosystems,"2018-01-02 Yale Climate Connections -- The experiment started on a hunch. Now, it’s protectin...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/01/giant-concrete-domes-could-protect-shorelines/,$187.67,6082073877894,"80,971","12,129","1,108",3572,$0.0155,$0.169,$0.05,,149.794,44,"The experiment started on a hunch. Now, it’s protecting and replenishing a shoreline.",Giant gumball-shaped concrete domes could protect shorelines from further erosion. ,https://www.facebook.com/130268756992804/posts/1750600461626284/,2/4/2018
Louisville tree program aims to cool the city,4/28/2017,"Eileen Mignoni, trees, urban heat island",Sustainability,"2017-04-28 Yale Climate Connections -- Louisville, home of the Kentucky Derby, is warming fas...",#N/A,#N/A,http://www.yaleclimateconnections.org/2017/04/louisville-tree-program-aims-to-cool-the-city/,$91.32,6068654853494,"9,335","1,201",114,,$0.0760,$0.801,#DIV/0!,,128.656,0,"Louisville, home of the Kentucky Derby, is warming faster than other similar cities. To help, a group called “Love Louisville Trees” is planting trees to create shade. Tune in to learn more. 

Louisville Grows  Urban Resources Initiative",Louisville tree program aims to cool the city,https://www.facebook.com/130268756992804/posts/1492635290756137/,5/4/2017
Not in database,n/a,n/a,n/a,2018-05-10 Yale Climate Connections -- A sign of the times.,#N/A,#N/A,https://bit.ly/2rlqWhy,$95.81,6090043483694,"36,064","6,135",500,143,$0.0156,$0.192,$0.67,,170.114,4,A sign of the times.,Southern Ute tribe invests in solar energy ,https://www.facebook.com/130268756992804/posts/1889415727744756/,6/4/2018
Drought threatens family farm,10/4/2016,"agriculture, drought, farming, Sara Peach","Food & Agriculture, Weather",2016-10-04 Yale Climate Connections -- “The biggest challenge with the drought has been not h...,#N/A,#N/A,http://www.yaleclimateconnections.org/2016/10/five-year-drought-threatens-family-farm/,$55.64,6057600167694,"8,996",980,132,,$0.0568,$0.422,#DIV/0!,,108.937,0,"“The biggest challenge with the drought has been not having enough surface water to farm all of the land, leaving anywhere from 30 to 40 percent of the land unfarmed.” #climatechange #drought #climateadaptation #agriculture  #farming

Learn more about how Tom Barcellos is adapting his 800 cows and 1,200 acres to central California's change in climate on today’s episode of Yale Climate Connections Radio Show.",Drought threatens family farm,https://www.facebook.com/130268756992804/posts/1284403324912669/,11/4/2016
Sidewalks soak up carbon pollution,2/23/2017,"Bruce Lieberman, carbon emissions",Science,2017-02-23 Yale Climate Connections -- Manufacturing cement is responsible for about 5 percen...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/02/your-sidewalk-is-soaking-up-carbon-pollution/,$97.24,6065037519894,"23,735","2,310",270,,$0.0421,$0.360,#DIV/0!,,97.325,0,"Manufacturing cement is responsible for about 5 percent of total global carbon dioxide emissions. Here’s the weird twist: Cement can actually reabsorb some of that CO2 from the atmosphere. Tune in. 

California Institute of Technology - Caltech KPCC",Your Sidewalk Is Soaking Up Carbon Pollution,https://www.facebook.com/130268756992804/posts/1425155180837482/,3/4/2017
Not in database,n/a,n/a,n/a,"2017-02-02 Yale Climate Connections -- What do NASA's satellites tell us about our ""challengi...",#N/A,#N/A,http://h2oradio.org/NASA_JPL.html,$139.84,6063919427094,"54,609","8,705","1,782",,$0.0161,$0.078,#DIV/0!,,159.406,0,"What do NASA's satellites tell us about our ""challenging water future""?  explained here in an interview with NASA's senior water scientist Jay Famiglietti (Via H2O Radio)",Vanishing Act: NASA scientist Jay Famiglietti on Our Changing Water Future,https://www.facebook.com/130268756992804/posts/1401926003160400/,3/4/2017
Muslim group divests from fossil fuels,5/26/2017,"climate and religion, energy, Samantha Harrington","Energy, Faith & Ethics","2017-05-26 Yale Climate Connections -- The largest Muslim organization in the U.S., the Islam...",#N/A,#N/A,https://www.yaleclimateconnections.org/2017/05/muslim-group-divests-from-fossil-fuels/,$128.86,6069873464694,"29,927","4,858",347,65,$0.0265,$0.371,$1.98,,162.328,2,"The largest Muslim organization in the U.S., the Islamic Society of North America (ISNA), has committed to sell off all its investments in coal, oil, and natural gas within three years.",Muslim group divests from fossil fuels,https://www.facebook.com/130268756992804/posts/1516701741682825/,6/4/2017
Coal employment prospects bleak and bleaker,3/8/2017,"Bruce Lieberman, coal","Economics, Energy, Feature Article, Policy",2017-03-12 Yale Climate Connections -- “Everybody had their dreams about being a basketball p...,#N/A,#N/A,http://www.yaleclimateconnections.org/2017/03/coal-employment-prospects-bleak-and-bleaker/,$69.46,6066066083094,"17,958","2,725",352,,$0.0255,$0.197,#DIV/0!,,151.743,0,"“Everybody had their dreams about being a basketball player, football player,” young Dakota Hall said. “I always just wanted to be a coal miner.”

Coal will continue to be in decline — and it’s not because the federal government is regulating it out of existence. Read more ...","Coal employment prospects bleak and bleaker, by Bruce Lieberman",https://www.facebook.com/130268756992804/posts/1449273795092287/,4/4/2017
Not in database,n/a,n/a,n/a,2017-01-04 Yale Climate Connections -- China follows Japan and the United States in monitorin...,#N/A,#N/A,http://sustainability.thomsonreuters.com/2016/12/22/china-launches-carbon-tracking-satellite-into-space-xinhua/,$107.36,6062475611694,"31,288","3,201",325,,$0.0335,$0.330,#DIV/0!,,102.308,0,China follows Japan and the United States in monitoring greenhouse gases with its own satellite. Via Thomson Reuters,China launches carbon-tracking satellite into space: Xinhua | | Thomson Reuters,https://www.facebook.com/130268756992804/posts/1376735952346072/,2/16/2017
A 'forest city' is growing in China,12/26/2017,Daisy Simmons,Sustainability,2017-12-26 Yale Climate Connections -- This city will be so green that from a distance it’ll ...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/12/a-forest-city-is-growing-in-china/,$187.00,6081807334294,"60,779","11,390","1,255",849,$0.0164,$0.149,$0.22,,187.400,14,This city will be so green that from a distance it’ll just look like rolling hills. 🌳🌱🌿,China is building a futuristic ‘forest city’ with more trees than people ,https://www.facebook.com/130268756992804/posts/1743472259005771/,1/4/2018
Armadillos are moving north,4/4/19 7:00,Samantha Harrington,Species &amp; Ecosystems,2019-04-02 Yale Climate Connections -- Some people worry that climate action is too expensive...,#N/A,#N/A,https://www.yaleclimateconnections.org/2019/04/researcher-tackling-climate-will-help-protect-economy/,$64.37,6113276076494,"7,514","1,714",229,22,$0.0376,$0.281,$2.93,9,228.108,3,Some people worry that climate action is too expensive. But researcher Felix Pretis of the University of Victoria in British Columbia says “the costs of inaction are much higher.”,"Tackling climate change is actually good for the economy, researcher says",https://www.facebook.com/130268756992804/posts/2375983929087931/,5/4/2019
Not in database,n/a,n/a,n/a,"Amidst all the challenges currently facing our world, what are Christian lead...",#N/A,#N/A,http://www.yaleclimateconnections.org/2016/06/christian-values-and-climate-change-2/,$11.43,6053438211494,"1,847",139,25,,$0.0822,$0.457,#DIV/0!,,75.257,0,"Amidst all the challenges currently facing our world, what are Christian leaders saying about climate change? Hear more below.",Christian values and climate change ,https://www.facebook.com/130268756992804/posts/1217797358239933/,8/4/2016
Closing fossil fuel plants reduces preterm births,8/13/18 7:00,Samantha Harrington,Health,2018-08-13 Yale Climate Connections -- Imagine what would happen if we made a complete transi...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/08/closing-fossil-fuel-plants-reduces-preterm-births/,$144.10,6096486883694,"28,184","5,693",778,133,$0.0253,$0.185,$1.08,9,201.994,5,Imagine what would happen if we made a complete transition to renewable energy.,Study: Closing fossil fuel plants reduces premature births,https://www.facebook.com/130268756992804/posts/2028092583877069/,9/4/2018
Alabama's largest solar farm completed,3/9/2017,"Bruce Lieberman, solar",Energy,"2017-03-09 Yale Climate Connections -- The largest solar energy project in Alabama, with abou...",#N/A,#N/A,http://www.yaleclimateconnections.org/2017/03/alabamas-largest-solar-farm-completed/,$139.27,6065790842294,"52,150","8,220","1,044",,$0.0169,$0.133,#DIV/0!,,157.622,0,"The largest solar energy project in Alabama, with about 300,000 solar panels, produces enough power to supply 15,000 homes with carbon-free electricity. Tune in to learn more about the River Bend Solar Energy Center.

Photo courtesy of Tennessee Valley Authority
Tennessee Valley Authority WUTK The Rock Talk Radio 92.3 / AM 760 WETR Solar Energy International (SEI) Tesla U.S. Department of Energy",Alabama’s largest solar farm completed ,https://www.facebook.com/130268756992804/posts/1438921496127517/,4/4/2017
Not in database,n/a,n/a,n/a,2016-12-02 Yale Climate Connections -- Check out this article by The Christian Science Monito...,#N/A,#N/A,http://www.csmonitor.com/Environment/Inhabit/2016/1116/Eye-on-Trump-Kerry-promotes-the-business-case-for-climate-action?cmpid=FB,$88.39,6060888235094,"24,744","2,861",172,,$0.0309,$0.514,#DIV/0!,,115.624,0,"Check out this article by The Christian Science Monitor on why Secretary of State John Kerry believes the president-elect has reason ""to reconsider his stance opposing the Paris agreement"".","Eye on Trump, Kerry promotes the business case for climate action",https://www.facebook.com/130268756992804/posts/1349840781702256/,1/4/2017
Male loggerhead hatchlings now rare in Florida,5/22/18 7:00,Daisy Simmons,Species &amp; Ecosystems,"2018-05-22 Yale Climate Connections -- “The environment is getting warmer, and it has consequ...",#N/A,#N/A,https://www.yaleclimateconnections.org/2018/05/male-loggerhead-hatchlings-now-rare-in-florida/,$107.23,6090796580094,"37,176","6,261","1,105",313,$0.0171,$0.097,$0.34,,168.415,8,"“The environment is getting warmer, and it has consequences.” — Jeanette Wyneken",Nearly all of Florida’s loggerhead sea turtle hatchlings are now female ,https://www.facebook.com/130268756992804/posts/1902215646464764/,6/4/2018
San Diego commits to 100% clean electricity,6/14/2017,"Diana Madson, renewable energy",Energy,2017-06-14 Yale Climate Connections -- The bipartisan plan is designed to aggressively cut po...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/06/san-diego-commits-to-100-percent-clean-electricity/,$267.51,6070684362294,"80,529","15,550","1,207",301,$0.0172,$0.222,$0.89,,193.098,4,The bipartisan plan is designed to aggressively cut pollution and boost the local economy. City of San Diego,San Diego commits to 100% clean electricity ,https://www.facebook.com/130268756992804/posts/1520436254642707/,7/4/2017
Not in database,n/a,n/a,n/a,2018-06-15 Yale Climate Connections -- He’s reviving a landscape depleted by mountaintop remo...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/06/creating-farms-out-of-coal-mining-sites,$93.11,6092436606894,"18,344","2,852",257,236,$0.0326,$0.362,$0.39,9,155.473,13,He’s reviving a landscape depleted by mountaintop removal.,One man wants to turn Appalachia’s coal-mining sites into farms,https://www.facebook.com/130268756992804/posts/1930219576997704/,7/4/2018
When bluebonnets bloom early,3/15/18 7:00,Samantha Harrington,Species &amp; Ecosystems,2018-03-15 Yale Climate Connections -- Early bluebonnet blooms could become the norm due to c...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/03/when-bluebonnets-bloom-early/,$65.52,6085857992494,"16,935","2,852",329,194,$0.0230,$0.199,$0.34,,168.409,11,Early bluebonnet blooms could become the norm due to climate change.,When bluebonnets bloom early ,https://www.facebook.com/130268756992804/posts/1828668180486178/,4/4/2018
Law helps low-income people go solar,11/1/2017,Eileen Mignoni,Energy,2017-11-01 Yale Climate Connections -- This new program aims to bring solar power to low-inco...,#N/A,#N/A,https://www.yaleclimateconnections.org/2017/11/california-law-helps-low-income-people-go-solar/,$139.61,6079166524094,"38,943","8,019",841,176,$0.0174,$0.166,$0.79,,205.916,5,"This new program aims to bring solar power to low-income renters in more than 200,000 households statewide.",New California law allows  low-income people go solar ,https://www.facebook.com/130268756992804/posts/1687314307954900/,12/4/2017
Volunteers unearth climate data in ships' logs,5/23/18 7:00,"Diana Madson, weather",Weather Extremes,2018-05-23 Yale Climate Connections -- This is a gold mine for climate scientists. Or maybe “...,#N/A,#N/A,https://www.yaleclimateconnections.org/2018/05/volunteers-unearth-climate-data-in-ships-logs/,$94.64,6090868787894,"33,768","5,397",674,365,$0.0175,$0.140,$0.26,,159.826,11,This is a gold mine for climate scientists. Or maybe “treasure trove” would be a better term?,Citizen scientists are unearthing climate data from old ships’ logs ,https://www.facebook.com/130268756992804/posts/1903251966361132/,6/4/2018
